name,affiliation,country,year,indico_id
Laura Gans-Bartl,Goethe University Frankfurt,,2025,1334113
Laura Havener,Yale University,,2025,1334113
Laura Huhta,University of Jyvaskyla (FI),FI,2025,1334113
Laura Sagunski,Goethe University Frankfurt,,2025,1334113
Laura Tolos,"ICE (CSIC, Barcelona)",,2025,1334113
Laura Šerkšnytė,CERN,,2025,1334113
Leon Sieke,Justus-Liebig-Universität Giessen,,2025,1334113
Leonardo Barreto,"Universidade de Sao Paulo (BR), Universität Münster (DE)",DE,2025,1334113
Leonardo Tinti,Uniwersytet Jana Kochanowskiego w Kielcach,,2025,1334113
Leopoldo Abranches de Carvalho,Universidade de São Paulo,,2025,1334113
Li Yan,Fudan University,,2025,1334113
Lida Kalipoliti,"LLR, École Polytechnique (FR)",FR,2025,1334113
Lijuan Ruan,Brookhaven National Laboratory,,2025,1334113
like liu,Central China Normal University,,2025,1334113
Liliana Apolinario,LIP (PT),PT,2025,1334113
Lin CHEN,Instituto Galego de Fisica de Altas Enerxias - IGFAE,,2025,1334113
Lisa Kröger,Bielefeld University,,2025,1334113
Liubing Chen,Central China Normal University,,2025,1334113
LIYUAN ZHANG,Fudan University,,2025,1334113
Lorenz von Smekal,JLU Giessen,,2025,1334113
Lorenzo Bernardinis,Universita e INFN Trieste (IT),IT,2025,1334113
Lorenzo Gavassino,Vanderbilt University,,2025,1334113
Lu-Meng Liu,Fudan University,,2025,1334113
Luca Aglietta,University of Turin,,2025,1334113
Luca Quaglia,INFN Torino (IT),IT,2025,1334113
Lucas Constantin,Goethe-Universität,,2025,1334113
Lucia Oliva,"University of Catania, Department of Physics and Astronomy - INFN Catania",,2025,1334113
Lucia Anna Tarasovicova,Pavol Jozef Safarik University (SK),SK,2025,1334113
Luciano Rezzolla,"Institute for Theoretical Physics, Frankfurt, Germany",,2025,1334113
Ludovica Pirelli,Bergische Universität Wuppertal,,2025,1334113
Luigi Dello Stritto,CERN,,2025,1334113
Luis Alcerro,The University of Kansas (US),US,2025,1334113
Luthien Mlynarski,AGH University of Krakow (PL),PL,2025,1334113
Lutz Kiefer,Goethe University,,2025,1334113
László Kovács,Eötvös Loránd University,,2025,1334113
Magdeline Seabi,Nelson Mandela University,,2025,1334113
Magnus Mager,CERN,,2025,1334113
Magnus Thoegersen,University of Oslo (NO),NO,2025,1334113
Mahboubeh Shahrbaf Motlagh,University of Wroclaw,,2025,1334113
Mai Takamura,Nara,,2025,1334113
Maja Mackowiak-Pawlowska,Warsaw University of Technology (PL),PL,2025,1334113
Maksym Teklishyn,GSI,,2025,1334113
Malgorzata Gumberidze,GSI Helmholtzzentrum fuer Schwerionenforschung Gmbh,,2025,1334113
Maneesha Sushama Pradeep,University of Maryland College Park,,2025,1334113
Manjunath Omana Kuttan,Frankfurt Institute for Advanced Studies,,2025,1334113
Manuel Calderon De La Barca,UC Davis,,2025,1334113
Manuel Lorenz,Goethe-University Frankfurt,,2025,1334113
Manuel Ramirez Garcia,University of Michigan (US),US,2025,1334113
Maowu Nie,Shandong University (CN),CN,2025,1334113
Marc Winstel,"Goethe University, Frankfurt am Main",,2025,1334113
Marc-André Petri,Bergische Universität Wuppertal,,2025,1334113
Marcello Di Costanzo,Politecnico di Torino (IT),IT,2025,1334113
Marcelo Gameiro Munhoz,Universidade de Sao Paulo (BR),BR,2025,1334113
Marco Leitão,LIP - Lisbon,,2025,1334113
Marco van Leeuwen,Nikhef and CERN,,2025,1334113
Marcus Bleicher,Uni Frankfurt,,2025,1334113
Marek Gazdzicki,Jan Kochanowski University (PL),PL,2025,1334113
Maria Alejandra Calmon Behling,Goethe University Frankfurt (DE),DE,2025,1334113
Maria Lucia Sambataro,University of Catania - Department of Physics and Astronomy,,2025,1334113
Marie Germain,"Subatech, IN2P3-CNRS (FR)",FR,2025,1334113
Mariia Mitrankova,Stony Brook University,,2025,1334113
Mario Ciacco,Universita' and INFN Torino (IT),IT,2025,1334113
Mario Krüger,Institut für Kernphysik Frankfurt,,2025,1334113
Marta Urioni,Universita e INFN Trieste (IT),IT,2025,1334113
Marten Becker,Justus-Liebig-Universität Gießen,,2025,1334113
Martin Rybar,Charles University (CZ),CZ,2025,1334113
Martin Spousta,Charles University,,2025,1334113
Martin Andreas Volkl,University of Birmingham (GB),GB,2025,1334113
Marton Nagy,ELTE Eötvös Loránd University,,2025,1334113
Marvin Hemmer,Goethe University Frankfurt (DE),DE,2025,1334113
Marvin Kohls,GSI Helmholtzzentrum für Schwerionenforschung GmbH,,2025,1334113
Marvin Nabroth,Goethe University Frankfurt,,2025,1334113
Maryann Collazo Sánchez,Goethe University Frankfurt,,2025,1334113
Masakiyo Kitazawa,"YITP, Kyoto",,2025,1334113
Masayuki Asakawa,Osaka University,,2025,1334113
Masoud Shokri,Goethe university,,2025,1334113
Mate Csanad,"Eotvos University, Budapest",,2025,1334113
Mateusz Dyndal,AGH University of Krakow,,2025,1334113
Mateusz Ploskon,Lawrence Berkeley National Lab. (US),US,2025,1334113
Mateusz Ludwik Bajda,Jagiellonian University (PL),PL,2025,1334113
Mathias Labonte,"University of California, Davis",,2025,1334113
Mathias Pavely Nødtvedt,NTNU,,2025,1334113
Matisse De Lescluze,Ghent University,,2025,1334113
Matteo Buzzegoli,West University of Timisoara,,2025,1334113
Matthew William Luzum,University of São Paulo,,2025,1334113
Matthew Caleb Hoppesch,University of Illinois at Urbana-Champaign,,2025,1334113
Matthias Kaminski,The University of Alabama,,2025,1334113
Matthias Kleiner,Goethe University Frankfurt (DE),DE,2025,1334113
Matthias Richter,University of Bergen (NO),NO,2025,1334113
Mattia Faggin,CERN,,2025,1334113
Mattis Harhoff,Universität Bielefeld,,2025,1334113
Maurice Coquet,Centre National de la Recherche Scientifique (FR),FR,2025,1334113
Max Philip Rauch,University of Bergen (NO),NO,2025,1334113
Maxim Virta,University of Jyväskylä,,2025,1334113
Maximilian Mahlein,Technische Universitaet Muenchen (DE),DE,2025,1334113
Maximiliano Puccio,CERN,,2025,1334113
Mayank Singh,Vanderbilt University,,2025,1334113
Megan Connors,Georgia State University,,2025,1334113
Mehulkumar Shiroya,GSI Helmholtzzentrum für Schwerionenforschung GmbH,,2025,1334113
Meike Charlotte Danisch,Pusan National University (KR),KR,2025,1334113
Menghsiu Kuo,University of Tsukuba (JP),JP,2025,1334113
Mesut Arslandok,Yale University (US),US,2025,1334113
Michael Hartung,"Institut für Kernphysik, Goethe University Frankfurt",,2025,1334113
Michael Jung,Institut fuer Kernphysik Frankfurt,,2025,1334113
Michael Peters,Massachusetts Institute of Technology (MIT),MIT,2025,1334113
Michael Winn,Université Paris-Saclay (FR),FR,2025,1334113
Michal Heller,Ghent University,,2025,1334113
Michal Svoboda,"Nuclear Physics Institute, Czech Academy of Sciences",,2025,1334113
Michał Marczenko,University of Wrocław,,2025,1334113
Michał Prędota,"Warsaw University of Technology, Faculty of Physics",,2025,1334113
Michał Szymański,University of Wroclaw,,2025,1334113
Mika Sebastian Spier,Universität Bielefeld/Université Paris-Saclay,,2025,1334113
Mike Sas,Nikhef National institute for subatomic physics (NL),NL,2025,1334113
Mikhail Stephanov,University of Illinois Chicago,,2025,1334113
Milan Stojanovic,Wayne State University,,2025,1334113
Min He,Nanjing University of Science & Technology,,2025,1334113
Minjae Kim,Pusan National University (KR),KR,2025,1334113
Minjung Kim,UC Berkeley,,2025,1334113
MinJung Kweon,Inha University,,2025,1334113
Moe Isshiki,University of Tsukuba,,2025,1334113
Mohammad Nasim,IISER Berhampur,,2025,1334113
Motoi Inaba,Tsukuba University of Technology (JP),JP,2025,1334113
Muhammad Farhan Taseer,"Institute of Modern Physics, Chinese Academy of Sciences, Lanzhou, China",,2025,1334113
Mykhailo Hontarenko,Institute of Theoretical Physics Jagiellonian University,,2025,1334113
Nadine Alice Gruenwald,Heidelberg University (DE),DE,2025,1334113
Naomi Oei,Goethe University Frankfurt,,2025,1334113
Naseem Bouchhar,Sejong University,,2025,1334113
Natalia Łygan,"Institute of Theoretical Physics, Jagiellonian University, Kraków",,2025,1334113
Navid Abbasi,Lanzhou University,,2025,1334113
Neelkamal Mallick,"University of Jyväskylä, Finland",,2025,1334113
Nicholas Jindal,Ohio State University (US),US,2025,1334113
Nicki Mullins,Illinois Urbana Champaign,,2025,1334113
Nicola Nicassio,"University and INFN, Bari, Italy",,2025,1334113
Nicolas Borghini,Bielefeld University,,2025,1334113
Nicolas Strangmann,Goethe University Frankfurt (DE),DE,2025,1334113
Nicolas Tiltmann,"CERN, Universität Münster (DE)",DE,2025,1334113
Nicolò Jacazio,"Universita e INFN, Bologna (IT)",IT,2025,1334113
Nihar Ranjan Saha,"Indian Institute of Technology, Madras (IN)",IN,2025,1334113
Nikhil Kumar,The CUNY Graduate Center,,2025,1334113
Niklas Götz,Goethe University,,2025,1334113
Niklas Schild,TU Darmstadt,,2025,1334113
Nils Sass,Goethe University Frankfurt,,2025,1334113
Nima Zardoshti,CERN,,2025,1334113
Nina Nathanson,Niels Bohr Institute,,2025,1334113
Noor Koster,Nikhef,,2025,1334113
Noriyuki Sogabe,University of Illinois Chicago,,2025,1334113
Nu Xu,Institute of Modern Physics,,2025,1334113
Nuno Olavo Gonçalves Mendes Madureira,LIP/IST,,2025,1334113
Oana Ristea,"University of Bucharest, Faculty of Physics",,2025,1334113
Ofentse Matlhakola,University of the Witwatersrand,,2025,1334113
Olaf Massen,Utrecht University,,2025,1334113
Oleksandr Vitiuk,University of Wroclaw (PL),PL,2025,1334113
Oleksii Ivanytskyi,University of Wroclaw,,2025,1334113
Oleksii Lubynets,Heidelberg University,,2025,1334113
Omar Perez Figueroa,JLU Giessen,,2025,1334113
Omar Vazquez Rueda,University of Houston (US),US,2025,1334113
Ondrej Lomicky,Czech Technical University in Prague,,2025,1334113
Oscar Garcia-Montero,Universität Bielefeld,,2025,1334113
Oton Vazquez Doce,INFN e Laboratori Nazionali di Frascati (IT),IT,2025,1334113
Owe Philipsen,Goethe University Frankfurt,,2025,1334113
Paolo Parotto,Università and INFN Torino,,2025,1334113
Pasi Huovinen,University of Wroclaw,,2025,1334113
Patricia Rebello Teles,Brazilian Center for Physics Research - CBPF (BR),BR,2025,1334113
Patrik Novotny,Weizmann Institute of Science (IL),IL,2025,1334113
Patrycja Potępa,AGH Kraków / JGU Mainz,,2025,1334113
Pavan Pavan,Bielefeld University,,2025,1334113
Pavel Vana,Charles University (CZ),CZ,2025,1334113
Pavish Subramani,Bergische Universitaet Wuppertal,,2025,1334113
Pei Li,Fudan University,,2025,1334113
Pengzhong Lu,University of Science and Technology of China (CN),CN,2025,1334113
Peter Braun-Munzinger,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2025,1334113
Peter Christiansen,Lund University (SE),SE,2025,1334113
Peter Koch-Steinheimer,Institut für Theoretische Physik JWG-Universität Frankfurt am Main,,2025,1334113
Peter Lowdon,Goethe University Frankfurt,,2025,1334113
Peter Senger,FAIR,,2025,1334113
Peter Stratmann,Universität Münster (DE),DE,2025,1334113
Petr Balek,AGH University of Krakow (PL),PL,2025,1334113
Petr Chaloupka,Czech Technical University in Prague,,2025,1334113
Philipp Kähler,Universität Münster,,2025,1334113
Pierre-Alain Loizeau,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2025,1334113
Piotr Gasik,GSI/FAIR + TU Darmstadt,,2025,1334113
Pol-Bernard GOSSIAUX,Subatech,,2025,1334113
Pooja Pooja,University of Jyväskylä,,2025,1334113
Prabhat Ranjan Pujahari,Indian Institute of Technology Madras (IN),IN,2025,1334113
Pracheta Singha,west university of Timisoara,,2025,1334113
Pranjal Verma,Indian Institute of Technology Madras (IN),IN,2025,1334113
Prasanjit Aich,"Indian Institute of Science, Bangalore",,2025,1334113
Preet Bhanjan Pati,University of Copenhagen (DK),DK,2025,1334113
Preeti Dhankher,University of California Berkeley (US),US,2025,1334113
Pritam Chakraborty,"Warsaw University of Technology, Poland",,2025,1334113
Prottay Das,CERN,,2025,1334113
Qiang HU,"Institute of Modern Physics, Chinese Academy of Sciences",,2025,1334113
Qinghua Xu,Shandong University,,2025,1334113
Qiye Shou,Fudan University (CN),CN,2025,1334113
Qun Wang,University of Science and Technology of China,,2025,1334113
Rachel Steinhorst,Massachusetts Institute of Technology,,2025,1334113
Radim Dvorak,Czech Technical University in Prague,,2025,1334113
Rahul Verma,IIT- Indian Institute of Technology (IN),IN,2025,1334113
Raimond Snellings,Nikhef National institute for subatomic physics (NL),NL,2025,1334113
Rainer Fries,Texas A&M University,,2025,1334113
Rajeev Singh,"West University of Timisoara, Romania",,2025,1334113
Raju Venugopalan,Brookhaven National Laboratory,,2025,1334113
Ralf Averbeck,GSI - Helmholtzzentrum für Schwerionenforschung GmbH,,2025,1334113
Ralf Keidel,"ZTT, Hochschule Worms, Erenburgerstraße 19, 67549 Worms",,2025,1334113
Ralf Rapp,Texas A&M University,,2025,1334113
Ramona Vogt,LLNL and UC Davis,,2025,1334113
Raphaelle Bailhache,Goethe University Frankfurt (DE),DE,2025,1334113
Rasmus Larsen,Bielefeld University,,2025,1334113
RAVI SHANKER,The Institute of Mathematical Sciences,,2025,1334113
Rebecca Cerri,Universita e INFN Torino (IT),IT,2025,1334113
Reinhold Kaiser,Goethe University Frankfurt,,2025,1334113
Ren Ejima,Hiroshima University,,2025,1334113
Renan Góes-Hirayama,FIAS,,2025,1334113
Renata Krupczak,Universität Bielefeld,,2025,1334113
Riccardo Longo,Univ. Illinois at Urbana Champaign (US),US,2025,1334113
Richard Seto,"University of California, Riverside",,2025,1334113
Risto Paatelainen,University of Helsinki,,2025,1334113
Robbe Brants,Ghent University,,2025,1334113
Roberta Arnaldi,INFN Torino (IT),IT,2025,1334113
Robin Sattler,Goethe University Frankfurt,,2025,1334113
Robin Törnkvist,"IGFAE, Universidade de Santiago de Compostela",,2025,1334113
Rohit Kumar Singh,Indian Institute of Technology Madras (IN),IN,2025,1334113
Roli Esha,Stony Brook University,,2025,1334113
Romain Schotter,Stefan Meyer Institute for Subatomic Physics of the Austrian Academy of Sciences (AT),AT,2025,1334113
Roman Nepeivoda,Lund University (SE),SE,2025,1334113
Rudrapriya Das,Bose Institute,,2025,1334113
Rupam Samanta,"Institute of Nuclear Physics (IFJ, PAN), Poland",,2025,1334113
Rutik Manikandhan,University of Houston,,2025,1334113
Sabarnya Mitra,Bielefeld University,,2025,1334113
Sabina Krasilovskaja,Goethe University,,2025,1334113
Sadhana Dash,IIT Bombay,,2025,1334113
Saeahram Yoo,University of California Davis (US),US,2025,1334113
Saehanseul Oh,Sejong University,,2025,1334113
Sahil Upadhyaya,Institute of Nuclear Physics Polish Academy of Sciences (PL),PL,2025,1334113
Salvatore Plumari,"University of Catania, Department of Physics and Astronomy 'E. Majorana'",,2025,1334113
Samapan Bhadury,Jagiellonian University,,2025,1334113
Samuel Belin,Universidade de Santiago de Compostela (ES),ES,2025,1334113
Samuel Corey,Ohio State University,,2025,1334113
Samuele Cattaruzzi,Universita e INFN Trieste (IT),IT,2025,1334113
Sangyong Jeon,McGill University,,2025,1334113
Sara Garetti,Université Paris-Saclay (FR),FR,2025,1334113
Sarah Louisa Pitz,Goethe Universität Frankfurt am Main,,2025,1334113
Sarjeeta Gami,National Institute of Science Education and Research (NISER) (IN),IN,2025,1334113
Saverio Mariani,CERN,,2025,1334113
Sawan Sawan,National Institute of Science Education and Research (NISER) (IN),IN,2025,1334113
Sayan Chatterjee,Indian Institute of Technology Madras (IN),IN,2025,1334113
Sayantan Sharma,The Institute of Mathematical Sciences,,2025,1334113
Selina Kunkel,Goethe University,,2025,1334113
Semen Potesnov,"Institute for Theoretical Physics, Goethe-University Frankfurt",,2025,1334113
Sergio Barrera Cabodevila,Instituto Galego de Física de Altas Enerxías - Universidade de Santiago de Compostela,,2025,1334113
Sergio Morales Tejera,West University of Timisoara,,2025,1334113
Seyed Farid Taghavi,Technical University of Munich (TUM),TUM,2025,1334113
SHARANG RAV SHARMA,Indian Institute of Science Education and Research Tirupati,,2025,1334113
Shi Pu,University of Science and Technology of China,,2025,1334113
Shihai Jia,University of Copenhagen (DK),DK,2025,1334113
Shin-ei Fujii,Sophia Univ.,,2025,1334113
Shingo Sakai,University of Tsukuba (JP),JP,2025,1334113
Shinichi Esumi,University of Tsukuba (JP),JP,2025,1334113
Shirajum Monira,Warsaw University of Technology (PL),PL,2025,1334113
Shreyasi Acharya,"Universita e INFN, Bari (IT)",IT,2025,1334113
Shuai Yang,South China Normal University,,2025,1334113
Shuang Guo,Fudan university,,2025,1334113
Shuo Fang,USTC,,2025,1334113
Shusu Shi,Central China Normal University,,2025,1334113
Sierra Cantway,Yale University (US),US,2025,1334113
Sigurd Nese,University of Oslo (NO),NO,2025,1334113
Sijie Zhang,Shandong University,,2025,1334113
Silvia Masciocchi,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2025,1334113
Simon Spies,Johann-Wolfgang-Goethe Univ. (DE),DE,2025,1334113
Simon Stendebach,Technische Universität Darmstadt,,2025,1334113
Skaydi Grossberndt,"Baruch College and Graduate Center, CUNY",,2025,1334113
Soeren Schlichting,Bielefeld University,,2025,1334113
Somadutta Bhatta,Stony Brook University (US),US,2025,1334113
Soohwan Lee,Korea University (KR),KR,2025,1334113
Sooraj Krishnan Radhakrishnan,Kent State University,,2025,1334113
Soumik Chandra,Purdue University (US),US,2025,1334113
Soumya Mohapatra,Columbia University (US),US,2025,1334113
Sourav Kundu,CERN,,2025,1334113
Sruthy Jyothi Das,University of Illinois Chicago (US),US,2025,1334113
Stefan Bathe,"Baruch College, CUNY",,2025,1334113
Stefanie Mrozinski,Frankfurt University,,2025,1334113
Stefano Cannito,Universita e INFN Trieste (IT),IT,2025,1334113
Steffen Bass,Duke University,,2025,1334113
Su Houng Lee,Yonsei University,,2025,1334113
Su-Jeong Ji,Pusan National University (KR),KR,2025,1334113
Subaru Ito,University of Tsukuba (JP),JP,2025,1334113
Subhadeep Roy,IIT- Indian Institute of Technology (IN),IN,2025,1334113
Subhash Singha,Institute of Modern Physics CAS,,2025,1334113
Sukyung Kim,Bergische Universtaet Wuppertal,,2025,1334113
Sunil Jaiswal,Ohio State University,,2025,1334113
Suraj Prasad,Indian Institute of Technology Indore (IN),IN,2025,1334113
Susanne Gläßel,Universität Frankfurt,,2025,1334113
Sushanta Tripathy,CERN,,2025,1334113
Swati Saha,National Institute of Science Education and Research (NISER) (IN),IN,2025,1334113
Syed Jahan,Wayne State University,,2025,1334113
Szabolcs Borsányi,University of Wuppertal,,2025,1334113
Szymon Harabasz,IJCLab Orsay,,2025,1334113
Taesoo Song,GSI,,2025,1334113
Taku Gunji,University of Tokyo (JP),JP,2025,1334113
Tan Lu,"Institute of Modern Physics, Chinese Academy of Sciences",,2025,1334113
Tanu Gahlaut,IIT- Indian Institute of Technology (IN),IN,2025,1334113
Tapan Nayak,"CERN, Geneva and University of Houston",,2025,1334113
Tetyana Galatyuk,GSI / TU Darmstadt,,2025,1334113
Thandar Zaw Win,IIT Bhilai,,2025,1334113
Thiago Siqueira Domingues,University of São Paulo,,2025,1334113
Thomas Boettcher,Los Alamos National Laboratory (US),US,2025,1334113
Thomas Marshall,UCLA,,2025,1334113
Thomas Schaefer,North Carolina State University,,2025,1334113
Tim Neidig,Goethe Universität Frankfurt am Main,,2025,1334113
Ting Lin,Shandong University,,2025,1334113
Tom Reichert,Frankfurt Institute for Advanced Studies (FIAS),,2025,1334113
Tomas Mari Surkau,"CPHT, CNRS, École polytechnique, IP Paris",,2025,1334113
Tomasz Bold,AGH University of Krakow (PL),PL,2025,1334113
Tommaso Isidori,The University of Kansas (US),US,2025,1334113
Tong Fu,Shandong University,,2025,1334113
Tongzhou Guo,Stony Brook University,,2025,1334113
Toshali Mitra,"ITP, Heidelberg",,2025,1334113
Trambak Bhattacharyya,Jan Kochanowski University in Kielce,,2025,1334113
Tribhuban Parida,IISER Berhampur,,2025,1334113
Tuba Gundem,Goethe University Frankfurt (DE),DE,2025,1334113
Tucker Hwang,University of California Berkeley (US),US,2025,1334113
Tudor Patuleanu,West University of Timișoara,,2025,1334113
Tuomas Lappi,University of Jyväskylä,,2025,1334113
Tyler Gorda,Goethe University Frankfurt,,2025,1334113
Ugo Mire,JLU Giessen,,2025,1334113
Ulrich Frankenfeld,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2025,1334113
Ulrich Heinz,The Ohio State University,,2025,1334113
Uri Sharell,University of Oxford,,2025,1334113
Urs Achim Wiedemann,CERN,,2025,1334113
Uzair Shah,Jan Kochanowski University (PL),PL,2025,1334113
Valentina Mantovani Sarti,Technische Universitaet Muenchen (DE),DE,2025,1334113
Valeria Zelina Reyna Ortiz,Jan Kochanowski University (PL),PL,2025,1334113
Valerio DI BELLA,Strasbourg-IPHC,,2025,1334113
Valeriya Mykhaylova,Jagiellonian University in Kraków,,2025,1334113
Veronika Barbasova,Pavol Jozef Safarik University (SK),SK,2025,1334113
Veronika Prozorova,Czech Technical University in Prague,,2025,1334113
Victor Ambrus,West University of Timișoara,,2025,1334113
Victor Gonzalez,Wayne State University (US),US,2025,1334113
Victor Valencia Torres,Centre National de la Recherche Scientifique (FR),FR,2025,1334113
Vincent Kast,Goethe University Frankfurt (DE),DE,2025,1334113
Vincenzo Greco,University of Catania & INFN-LNS,,2025,1334113
Vincenzo Nugara,University of Catania,,2025,1334113
Vinh Ba Luong,Joint Institute for Nuclear Research,,2025,1334113
Vinícius Franção,Institute of Physics - USP,,2025,1334113
Virginia Bailey,Georgia State University,,2025,1334113
Vit Kucera,Inha University (KR),KR,2025,1334113
Volker Friese,GSI Darmstadt,,2025,1334113
Volker Koch,Lawrence Berkeley National Laboratory,,2025,1334113
Volodymyr Chelnokov,Goethe University Frankfurt,,2025,1334113
Volodymyr Kuznietsov,University of Houston,,2025,1334113
Volodymyr Vovchenko,University of Houston,,2025,1334113
Vyshakh B R,"Tata Institute of Fundamental Research, Mumbai",,2025,1334113
Vértesi Róbert,HUN-REN Wigner RCP,,2025,1334113
Víctor López Pardo,Universidade de Santiago de Compostela,,2025,1334113
Wei Li,Rice University (US),US,2025,1334113
Wei Xie,Purdue University,,2025,1334113
Wei-Ping Huang,Central China Normal University,,2025,1334113
Weiguang Yuan,Tsinghua University,,2025,1334113
Weiyao Ke,Central China Normal University,,2025,1334113
Wen-Hao Zhou,Xi’an Aeronautical Institute,,2025,1334113
Wenbo Dong,University of Science and Technology of China,,2025,1334113
Wenqing Fan,University of Houston (US),US,2025,1334113
Wenya Wu,Fudan University,,2025,1334113
Weronika Stanek-Maslouska,Deutsches Elektronen-Synchrotron (DE),DE,2025,1334113
Wilke Van Der Schee,CERN / Utrecht University,,2025,1334113
William Horowitz,University of Cape Town,,2025,1334113
Wit Busza,Massachusetts Inst. of Technology (US),US,2025,1334113
Xialei Jiang,Central China Normal University,,2025,1334113
Xiang-Yu Wu,McGill University,,2025,1334113
Xianglei Zhu,Tsinghua University (CN),CN,2025,1334113
XIANGPAN DUAN,"Institute of Modern Physics, Fudan University",,2025,1334113
Xianwen Bao,ShanDong University,,2025,1334113
Xiao Huang,Rice University,,2025,1334113
Xiaofeng Luo,Central China Normal University,,2025,1334113
Xiaojun Yao,University of Washington,,2025,1334113
Xiaoyu Liu,Rice University,,2025,1334113
Xiaozhi Bai,University of Science and Technology of China (USTC),,2025,1334113
Xiatong Wu,UCLA,,2025,1334113
Xihe Han,The Ohio State University,,2025,1334113
Xin Dong,Lawrence Berkeley National Laboratory,,2025,1334113
Xin Wu,University of Science and Technology of China,,2025,1334113
Xin-Nian Wang,Central China Normal University,,2025,1334113
Xinbai Li,University of Science and Technology of China,,2025,1334113
Xing Wu,Central China Normal University,,2025,1334113
Xingrui Gou,Shandong University,,2025,1334113
Xingyu Guo,South China Normal Univeristy,,2025,1334113
Xinye Peng,INFN Sezione di Padova,,2025,1334113
Xiongxiong Xu,Tsinghua University,,2025,1334113
Xoán Mayo López,Instituto Galego de Fïsica de Altas Enerxías - USC,,2025,1334113
Xu-Guang Huang,Fudan University,,2025,1334113
Xudong Yu,Peking University,,2025,1334113
Yannick Söhngen,Physikalisches Intitut Heidelberg,,2025,1334113
Yannik Hoffmann,Universität Bielefeld,,2025,1334113
Yash Patley,Indian Institute of Technology Bombay,,2025,1334113
Yayun He,South China University of Technology,,2025,1334113
Yen-Jie Lee,Massachusetts Inst. of Technology (US),US,2025,1334113
Yeonju Go,Brookhaven National Laboratory,,2025,1334113
Yi Chen,Vanderbilt University (US),US,2025,1334113
Yi Fang,Tsinghua University,,2025,1334113
Yi-Liang Yin,University of Science and Technology of China,,2025,1334113
Yifei Zhang,University of Science and Technology of China,,2025,1334113
Yige Huang,Central China Normal University,,2025,1334113
Yiheng Feng,复旦大学物理学系,,2025,1334113
Yiheng Luo,Peking University,,2025,1334113
Yili Wang,Peking University,,2025,1334113
yingjie zhou,GSI,,2025,1334113
Yining Gao,Fudan University,,2025,1334113
Yixuan Jin,Central China Normal University,,2025,1334113
Yiyang Peng,"Institute of Theoretical Physics, Peking University",,2025,1334113
Yongcong Xu,CCNU,,2025,1334113
You Zhou,Niels Bohr Institute (DK),DK,2025,1334113
Youen Kang,Tsinghua University (CN),CN,2025,1334113
Youquan Qi,Central China Normal University,,2025,1334113
Youssef El Mard,Goethe University Frankfurt (DE),DE,2025,1334113
Yu Zhang,Bielefeld University,,2025,1334113
Yu-Chen (Janice) Chen,Massachusetts Institute of Technology,,2025,1334113
Yuan Zhang,University of Science and Technology of China (CN),CN,2025,1334113
Yuanjing Ji,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2025,1334113
Yuanzhe Wang,Fudan University (CN),CN,2025,1334113
Yue Hang Leung,University of Heidelberg,,2025,1334113
yuhei morino,KEK,,2025,1334113
Yuki Fujimoto,"University of California, Berkeley",,2025,1334113
Yuko Sekiguchi,RIKEN,,2025,1334113
Yuliia Balkova,University of Silesia (PL),PL,2025,1334113
Yumu Yang,University of Illinois Urbana-Champaign,,2025,1334113
Yunpeng Zheng,Fudan university,,2025,1334113
YUNSHAN CHENG,UCLA,,2025,1334113
Yunxin Ye,Jena University,,2025,1334113
Yushan Mu,Fudan University,,2025,1334113
Yuuka Kanakubo,RIKEN iTHEMS / Lawrence Berkeley National Laboratory,,2025,1334113
Zachary Akridge,Indiana University,,2025,1334113
Zachary Sweger,"University of California, Davis",,2025,1334113
Zaiba Mushtaq,"Institute of Modern Physics, CAS/University of Chinese Academy of Sciences, Beijing China",,2025,1334113
Zaining Wang,Fudan University,,2025,1334113
Zbigniew Drogosz,Jagiellonian University,,2025,1334113
Zebo Tang,University of Science and Technology of China (CN),CN,2025,1334113
Zhen Zhang,Central China Normal University CCNU (CN),CN,2025,1334113
Zhengchen Lian,Tsinghua University (CN),CN,2025,1334113
Zhengqing Wang,Fudan University (CN),CN,2025,1334113
Zhengxi Yan,Stony Brook University,,2025,1334113
Zhenjun Xiong,University of Science and Technology of China (CN),CN,2025,1334113
Zhenyu Chen,Shandong University (CN),CN,2025,1334113
Zhiwan Xu,Los Alamos National Laboratory,,2025,1334113
Zhiyong Lu,China Institute of Atomic Energy (CN),CN,2025,1334113
Zhong-Hua Zhang,Fudan University,,2025,1334113
Zhuoheng Yang,Stony Brook University,,2025,1334113
ZiHao Guo,"Institute of Modern Physics, Fudan University",,2025,1334113
zilin yuan,"University of Chinese Academy of Sciences,China",,2025,1334113
Ziyang Li,University of Science and Technology of China,,2025,1334113
Ziyue Xiang,Central China Normal University,,2025,1334113
Zoltan Varga,Yale University,,2025,1334113
Zuowen Liu,Central China Normal University,,2025,1334113
Zuzana Paulinyova,Pavol Jozef Safarik University (SK),SK,2025,1334113
