name,affiliation,country,year,indico_id
Alexey Aparin,Joint Institute for Nuclear Research,,2014,219436
Alice Ohlson,CERN,,2014,219436
Alice Zimmermann,Ruprecht-Karls-Universitaet Heidelberg (DE),DE,2014,219436
Alina Czajka,Jan Kochanowski University,,2014,219436
Amal Sarkar,Indian Institute of Technology Bombay,,2014,219436
Amalia Pop,IFIN-HH Bucharest (RO),RO,2014,219436
Amaresh Jaiswal,"Tata Institute of Fundamental research, Mumbai",,2014,219436
Amruta Mishra,"Indian Institute of Technology,Delhi",,2014,219436
Ana Juricic,University of Graz,,2014,219436
Ana Marin,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2014,219436
Anand Kumar Dubey,Department of Atomic Energy (IN),IN,2014,219436
Ananta P. Mishra,"Physical Research Laboratory, Ahmedabad",,2014,219436
Anders Garritt Knospe,University of Texas (US),US,2014,219436
Andre Mischke,Utrecht University (NL),NL,2014,219436
Andrea Alici,Centro Studi e Ricerche Enrico Fermi (IT),IT,2014,219436
Andrea Beraudo,Istituto Nazionale di Fisica Nucleare (INFN),,2014,219436
Andrea Dainese,INFN - Padova,,2014,219436
Andrea Dubla,University of Utrecht (NL),NL,2014,219436
Andrea Festanti,Universita e INFN (IT),IT,2014,219436
Andrea Rossi,CERN,,2014,219436
Andreas Morsch,CERN,,2014,219436
Andreas Samberg,"Institute for Theoretical Physics, Heidelberg University",,2014,219436
Andreas Windisch,University of Graz,,2014,219436
Andrej Ficnar,Columbia University in the City of New York,,2014,219436
Andrej Ilner,Frankfurt Institute for Advanced Studies,,2014,219436
Andrej Kugler,Nuclear Physics Institute ASCR,,2014,219436
Andrew Adare,University of Colorado,,2014,219436
Andrey Sadofyev,Massachusetts Institute of Technology,,2014,219436
Andy Goldschmidt,The Ohio State University,,2014,219436
Angela Badala,Universita e INFN (IT),IT,2014,219436
Anju Bhasin,University of Jammu (IN),IN,2014,219436
Ankita Sharma,University of Jammu (IN),IN,2014,219436
Anna Senger,GSI,,2014,219436
Anna Watts,University of Amsterdam,,2014,219436
Anna Zaborowska,Warsaw University of Technology (PL),PL,2014,219436
Anna Julia Zsigmond,"Wigner Research Centre for Physics, Hungarian Academy of Siences",,2014,219436
Anne Sickles,Brookhaven,,2014,219436
Annika Passfeld,Westfaelische Wilhelms-Universitaet Muenster (DE),DE,2014,219436
Anthony Francis,Helmholtz Institut Mainz,,2014,219436
Anthony Frawley,Florda State University,,2014,219436
Anthony Robert Timmins,University of Houston (US),US,2014,219436
Anton Andronic,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2014,219436
Anton Wiranata,Central China Normal University CCNU (CN),CN,2014,219436
Antonio Ortiz Velasquez,Universidad Nacional Autonoma (MX),MX,2014,219436
Antonio Uras,Universite Claude Bernard-Lyon I (FR),FR,2014,219436
Apostolos Panagiotou,University of Athens (GR),GR,2014,219436
Arbin Timilsina,Iowa State University,,2014,219436
Atsuro Ikeda,Osaka University,,2014,219436
Atsushi Nakamura,Hiroshima Univ,,2014,219436
Attilio Tarantola Peloni,Johann-Wolfgang-Goethe Univ. (DE),DE,2014,219436
Axel Maas,Friedrich-Schiller-University of Jena,,2014,219436
Axel Drees,Stony Brook University,,2014,219436
Baldo Sahlmuller,Johann-Wolfgang-Goethe Univ. (DE),DE,2014,219436
Barbara Betz,Frankfurt University,,2014,219436
Barbara Erazmus,Laboratoire de Physique Subatomique et des Technologies Associe,,2014,219436
Barbara Jacak,Dept. of Physics & Astronomy,,2014,219436
Barbara Trzeciak,Czech Technical University in Prague,,2014,219436
Barbara Krystyna Wosiek,Institute of Nuclear Physics Polish Academy of Sciences (PL),PL,2014,219436
Bartosz Maksiak,Warsaw University of Technology (PL),PL,2014,219436
Bedangadas Mohanty,"National Institute of Science Education and Research, Bhubaneswar",,2014,219436
Behruz Kardan Halvai,Johann-Wolfgang-Goethe Univ. (DE),DE,2014,219436
Ben Meiring,University of Cape Town,,2014,219436
Bengt Friman,GSI,,2014,219436
Benjamin Bannier,Stony Brook University,,2014,219436
Benjamin Dönigus,Johann-Wolfgang-Goethe Univ. (DE),DE,2014,219436
Benjamin Linnik,Goethe University Frankfurt,,2014,219436
Benjamin Andreas Hess,Eberhard-Karls-Universitaet Tuebingen (DE),DE,2014,219436
Beomsu Chang,University of Jyvaskyla (FI),FI,2014,219436
Bernd-Jochen Schaefer,JLU Giessen,,2014,219436
Berndt Mueller,Brookhaven National Laboratory,,2014,219436
Bhaswar Chatterjee,"Physical Research Laboratory, Ahmedabad, India",,2014,219436
Bikash Sinha,"Variable Energy Cyclotron Centre, Kolkata, India",,2014,219436
Bin Zhang,Arkansas State University,,2014,219436
Binoy Krishna Patra,Indian Institute of Technology Roorkee,,2014,219436
Biswarup Paul,Saha Institute of Nuclear Physics (IN),IN,2014,219436
Bjoern Schenke,Brookhaven National Laboratory,,2014,219436
Bogdan Theodor Rascanu,Johann-Wolfgang-Goethe Univ. (DE),DE,2014,219436
Boleslaw Wyslouch,Massachusetts Inst. of Technology (US),US,2014,219436
Borge Svane Nielsen,University of Copenhagen (DK),DK,2014,219436
Boris Hippolyte,Institut Pluridisciplinaire Hubert Curien (FR),FR,2014,219436
Boris Kopeliovich,UTFSM,,2014,219436
Boris Tomasik,Univerzita Mateja Bela (SK),SK,2014,219436
Boris Wagner,University of Bergen (NO),NO,2014,219436
Borislav Milanovic,"Goethe University Frankfurt am Main, Institute of Nuclear Physics (IKF)",IKF,2014,219436
Brant Johnson,American Physical Society and Brookhaven National Laboratory,,2014,219436
Brian Cole,Columbia University (US),US,2014,219436
Brigitte Cheynis,Universite Claude Bernard-Lyon I (FR),FR,2014,219436
Bronislav Zakharov,Landau Institute,,2014,219436
Brooke Haag,"University of California, Davis",,2014,219436
Bruno Werneck Mintz,UERJ - State University of Rio de Janeiro - Brazil,,2014,219436
Burkhard Kampfer,HZDR,,2014,219436
Byungsik Hong,Korea University (KR),KR,2014,219436
Caio Alves Garcia Prado,Universidade de Sao Paulo (BR),BR,2014,219436
Carlo Ewerz,"EMMI, GSI",,2014,219436
Carlos Pajares Vales,Universidade de Santiago de Compostela (ES),ES,2014,219436
Carlos A. Salgado,Universidade de Santiago de Compostela (ES),ES,2014,219436
Carlos Eugenio Perez Lara,NIKHEF (NL),NL,2014,219436
Carsten Greiner,University of Frankfurt,,2014,219436
Carsten Klein,Johann-Wolfgang-Goethe Univ. (DE),DE,2014,219436
Cesar Luiz da Silva,Los Alamos National Lab,,2014,219436
Chang Ning-Bo,Institute Of Particle Physics,,2014,219436
Charles Gale,McGill University,,2014,219436
Chen Wu,"Shanghai Institute of Applied Physics (SINAP), Chinese Academy of Sciences",,2014,219436
Chi Yang,University of Science and Technology of China,,2014,219436
Chiara Bianchin,University of Utrecht (NL),NL,2014,219436
Chiara Oppedisano,INFN,,2014,219436
Chiara Zampolli,Universita e INFN (IT) & CERN,,2014,219436
Chihiro Sasaki,Frankfurt Institute for Advanced Studies,,2014,219436
Chiho Nonaka,"Kobayashi-Maskawa Institute, Nagoya University",,2014,219436
Chitrasen Jena,Universita e INFN (IT),IT,2014,219436
Christian Bourjau,Lund University (SE),SE,2014,219436
Christian Caron,Springer,,2014,219436
Christian Fischer,JLU Giessen,,2014,219436
Christian Klein-Boesing,Westfaelische Wilhelms-Universitaet Muenster (DE),DE,2014,219436
Christian Kuhn,"IPHC, UDS, CNRS-IN2P3",,2014,219436
Christian Lang,University of Bielefeld,,2014,219436
Christian Lippmann,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2014,219436
Christian Möhler,Ruprecht-Karls-Universitaet Heidelberg (DE),DE,2014,219436
Christian Pauly,Bergische Universitaet Wuppertal (DE),DE,2014,219436
Christian Schmidt,Universitaet Bielefeld,,2014,219436
Christian Sturm,GSI Helmholtzentrum fuer Schwerionenforschung,,2014,219436
Christian Welzbacher,JLU Giessen,,2014,219436
Christian Wesp,Goethe Universität Frankfurt,,2014,219436
Christian Müntz,Goethe Univ. Frankfurt (DE),DE,2014,219436
Christian Holm Christensen,University of Copenhagen (DK),DK,2014,219436
Christina Markert,University of Texas (US),US,2014,219436
Christina Anna Deveaux,Justus-Liebig-Universität Gießen,,2014,219436
Christof Roland,Massachusetts Inst. of Technology (US),US,2014,219436
Christoph Blume,Johann-Wolfgang-Goethe Univ. (DE),DE,2014,219436
Christophe Rappold,GSI Helmholtz Centre for Heavy Ion Research,,2014,219436
Christopher McGinn,Massachusetts Inst. of Technology (US),US,2014,219436
Christopher Wesselborg,American Physical Society,,2014,219436
Christopher Ryan Edwards-Bruner,University of Kansas (US),US,2014,219436
Chun Shen,The Ohio State University,,2014,219436
Chunbin Yang,Instiutute of Particle Physics,,2014,219436
Claudia Behnke,Goethe Universität Frankfurt,,2014,219436
Claudia Hoehne,University Giessen,,2014,219436
Claudia Ratti,Dipartimento di Fisica,,2014,219436
Colin Adcock,IOP Publishing,,2014,219436
Constantinos Loizides,Lawrence Berkeley National Lab. (US),US,2014,219436
Craig Ogilvie,Iowa State University,,2014,219436
Cristian Andrei,IFIN-HH Bucharest (RO),RO,2014,219436
Cristiane Jahnke,Universidade de Sao Paulo (BR),BR,2014,219436
Cristina Terrevoli,Universita e INFN Cagliari (IT),IT,2014,219436
Daicui Zhou,Central China Normal University CCNU (CN),CN,2014,219436
Daisuke Watanabe,University of Tsukuba (JP),JP,2014,219436
Damian Reynolds,"State University of New York, Stony Brook",,2014,219436
Damir Devetak,University of Belgrade (RS),RS,2014,219436
Daniel Berenyi,"Wigner Research Centre for Physics, Hungarian Academy of Sciences",,2014,219436
Daniel Cebra,"University of California, Davis",,2014,219436
Daniel Kikola,Warsaw University of Technology,,2014,219436
Daniel Nowakowski,Technische Universität Darmstadt,,2014,219436
Daniel Pablos,Universitat de Barcelona,,2014,219436
Daniel Robaina,Johannes Gutenberg University,,2014,219436
Danilo Vranic,Ruprecht-Karls-Universitaet Heidelberg (DE),DE,2014,219436
Danthasinghe Waduge Piyarathna,University of Houston,,2014,219436
Danuce Dudek,Universidade Estadual Paulista,,2014,219436
Dariusz Miskowiec,GSI,,2014,219436
Darren McGlinchey,University of Colorado,,2014,219436
David Blaschke,University of Wroclaw,,2014,219436
David d'Enterria,CERN,,2014,219436
David Morrison,BNL,,2014,219436
David Scheffler,Technische Universität Darmstadt,,2014,219436
David Zaslavsky,Penn State University,,2014,219436
Davide Caffarri,CERN,,2014,219436
Debojit Sarkar,Department of Atomic Energy (IN),IN,2014,219436
Declan Keane,Kent State University,,2014,219436
Defu Hou,Central China Normal University,,2014,219436
Denes Molnar,Purdue University,,2014,219436
Denes Sexty,University of Heidelberg,,2014,219436
Denise Aparecida Moreira De Godoy,SUBATECH (FR),FR,2014,219436
Dennis Doering,IKF Frankfurt,,2014,219436
Dennis Perepelitsa,Brookhaven National Laboratory (US),US,2014,219436
Derek Teaney,Stony Brook University,,2014,219436
Despina Hatzifotiadou,Universita e INFN (IT),IT,2014,219436
Dhevan Gangadharan,Lawrence Berkeley National Lab. (US),US,2014,219436
Didier Alexandre,University of Birmingham (GB),GB,2014,219436
Dieter Roehrich,University of Bergen (NO),NO,2014,219436
Dirk Rischke,University Frankfurt,,2014,219436
Dmitri Kharzeev,Stony Brook U./BNL,,2014,219436
Dmytro Oliinychenko,"Frankfurt Institute for Advanced Studies; Bogolyubov Institute for Theoretical Physics, Kiev, Ukraine",,2014,219436
Doga Can Gulhan,Massachusetts Inst. of Technology (US),US,2014,219436
Domenico Elia,INFN Bari,,2014,219436
Dominik Herzig,Goethe Uni Frankfurt,,2014,219436
Dominik Karol Derendarz,Institute of Nuclear Physics Polish Academy of Sciences (PL),PL,2014,219436
Dong Ho Moon,University of Illinois at Chicago (US),US,2014,219436
Dong Jo Kim,University of Jyvaskyla (FI),FI,2014,219436
Douglas Wertepny,The Ohio State University,,2014,219436
Dronika Solanki,University of Rajasthan,,2014,219436
Dujuan Wang,University of Bergen,,2014,219436
Edmond Iancu,"CEA/IRFU,Centre d'etude de Saclay Gif-sur-Yvette (FR)",FR,2014,219436
Edward O'Brien,Brookhaven National Lab,,2014,219436
Edward Shuryak,Stony Brook University,,2014,219436
Eero Aleksi Kurkela,CERN,,2014,219436
Ekaterina Retinskaya,CEA Saclay,,2014,219436
Elena Bratkovskaya,FIAS & ITP (Univ. Frankfurt),,2014,219436
Elena Bruna,INFN Torino,,2014,219436
Elena Kleban,hasenkamp High-Tech Logistik GmbH,,2014,219436
Elena Lebedeva,"II. Physikalisches Institut, Justus-Liebig-Universität Gießen",,2014,219436
Eleonora Presani,Elsevier,,2014,219436
Elienos Pereira De Oliveira Filho,Universidade de Sao Paulo (BR),BR,2014,219436
Emil Aleksander Kaptur,University of Silesia (PL),PL,2014,219436
Enrico Scomparin,INFN Torino (Italy),,2014,219436
Enrico Speranza,GSI and TU Darmstadt,,2014,219436
Eric Appelt,Vanderbilt University (US),US,2014,219436
Ernst Hellbär,Johann-Wolfgang-Goethe Univ. (DE),DE,2014,219436
Ernst-Michael Ilgenfritz,"Joint Institute for Nuclear Research Dubna, Russia",,2014,219436
Esther Bartsch,Johann-Wolfgang-Goethe Univ. (DE),DE,2014,219436
Ewa Maksymiuk,Jan Kochanowski University,,2014,219436
Fabian Pliquett,Johann-Wolfgang-Goethe Univ. (DE),DE,2014,219436
Federico Antinori,INFN - Sezione di Padova,,2014,219436
Feng Zhao,"University of California, Los Angeles",,2014,219436
Ferenc Siklér,Wigner RCP,,2014,219436
Flemming Videbaek,Brookhaven National Laboratory,,2014,219436
Florian Roether,Institut fuer Kernphysik Frankfurt,,2014,219436
Florian Senzel,Goethe-Universität Frankfurt,,2014,219436
Francesca Bellini,Universita e INFN (IT),IT,2014,219436
Francesco Bossu,iThemba Lab. for Accel. Based Sci. (ZA),ZA,2014,219436
Francesco Prino,"INFN, Sezione di Torino",,2014,219436
Francesco Scardina,University of Catania INFN,,2014,219436
Francois Gelis,Institut de Physique Theorique,,2014,219436
Frank Geurts,Rice University (US),US,2014,219436
Frasher Loshaj,Stony Brook University,,2014,219436
Frederique Grassi,Instituto de Fisica-Universidade de Sao Paulo,,2014,219436
Friederike Bock,Ruprecht-Karls-Universitaet Heidelberg (DE),DE,2014,219436
Frithjof Karsch,Physics Department,,2014,219436
Fu-Ming Liu,Central China Normal University,,2014,219436
Fuqiang Wang,Purdue University (US),US,2014,219436
Gabor Almasi,GSI - Helmholtzzentrum für Schwerionenforschung GmbH,,2014,219436
Gabor David,Brookhaven National Laboratory,,2014,219436
Gabor Veres,CERN,,2014,219436
Gabriel Denicol,McGill University,,2014,219436
Gang Wang,UCLA,,2014,219436
Gary Westfall,Michigan State University,,2014,219436
Gennady Zinovjev,"Bogolyubov institute for theoretical Physics, National Academy of Sciences of Ukraine (UA)",UA,2014,219436
Georg Bergner,Institut für theoretische Physik Universität Frankfurt,,2014,219436
Georg Wolschin,Heidelberg University,,2014,219436
George Fai,Department of Energy,,2014,219436
George Moschelli,Norwich University and Lawrence Technological University,,2014,219436
George Stephans,Massachusetts Inst. of Technology (US),US,2014,219436
Gergely Endrodi,University of Regensburg,,2014,219436
Gergely Fejos,"RIKEN, Nishina Center",,2014,219436
Gergely Gábor Barnaföldi,Wigner RCP Hungarian Academy of Sciences (HU),HU,2014,219436
Gert Strauch,hasenkamp High-Tech Logistik GmbH,,2014,219436
Gian Michele Innocenti,Massachusetts Inst. of Technology (US),US,2014,219436
Gianluca Usai,University of Cagliari and INFN (IT),IT,2014,219436
Gines Martinez-Garcia,Laboratoire de Physique Subatomique et des Technologies Associe,,2014,219436
Giovanni Antonio Chirilli,The Ohio State University,,2014,219436
Giuseppe Bruno,"Dipartimento di Fisica ""M. Merlin"" dell'Università and INFN, Bari",,2014,219436
Giuseppe Colucci,Frankfurt University,,2014,219436
Gojko Vujanovic,McGill University,,2014,219436
Goran Simatovic,University of Zagreb (HR),HR,2014,219436
Grazia Luparello,Universita and INFN (IT),IT,2014,219436
Grigory Nigmatkulov,National Research Nuclear University MEPhI,,2014,219436
Grzegorz Stefanek,Jan Kochanowski University (PL),PL,2014,219436
Guang-You Qin,Central China Normal University,,2014,219436
Guannan Xie,University of Science and Technology of China,,2014,219436
Gunther Roland,Massachusetts Inst. of Technology (US),US,2014,219436
Guo-Liang Ma,"Shanghai INstitute of Applied Physics (SINAP), CAS",,2014,219436
Guy Paic,Universidad Nacional Autonoma (MX),MX,2014,219436
Gyula Bencedi,Wigner RCP of the Hungarian Academy of Sciences (HU),HU,2014,219436
Gyulnara Eyyubova,"Czech Technical University in Prague, FNSPE, Prague, Czech Republic",,2014,219436
Gábor Papp,Eötvös University,,2014,219436
Haavard Helstrup,Bergen University College (NO),NO,2014,219436
Hamza Berrehrah,Frankfurt Institute for Advanced Studies (FIAS),,2014,219436
Hanna Malygina,Goethe University Frankfurt am Main,,2014,219436
Hannah Petersen,Frankfurt Institute for Advanced Studies,,2014,219436
Hannu Paukkunen,University of Jyväskylä,,2014,219436
Hans Beck,Johann-Wolfgang-Goethe Univ. (DE),DE,2014,219436
Hans Boggild,University of Copenhagen (DK),DK,2014,219436
Hans Georg Ritter,LBNL,,2014,219436
Hans H. Gutbrod,FRRC-GSI,,2014,219436
Hans J. Specht,Ruprecht-Karls-Universitaet Heidelberg (DE),DE,2014,219436
Hans Martin Ljunggren,Lund University (SE),SE,2014,219436
Hans Rudolf Schmidt,Eberhard-Karls-Universitaet Tuebingen (DE),DE,2014,219436
Hanzhong Zhang,Central China (Huazhong) Normal University,,2014,219436
Hao Qiu,Lawrence Berkeley National Lab,,2014,219436
Harald Appelshaeuser,Johann-Wolfgang-Goethe Univ. (DE),DE,2014,219436
Harri Niemi,"University of Jyväskylä, Department of Physics",,2014,219436
Harvey B. Meyer,Joh. Gutenberg University Mainz,,2014,219436
Heidi Schuldes,Goethe-University Frankfurt,,2014,219436
Heikki Mäntysaari,University of Jyväskylä,,2014,219436
Helen Louise Caines,Yale University (US),US,2014,219436
Helmut Oeschler,Ruprecht-Karls-Universitaet Heidelberg (DE),DE,2014,219436
Hendrik van Hees,Goethe University Frankfurt,,2014,219436
Heng-Tong Ding,Central China Normal University,,2014,219436
Henner Buesching,Johann-Wolfgang-Goethe Univ. (DE),DE,2014,219436
Herbert Stroebele,Johann-Wolfgang-Goethe Univ. (DE),DE,2014,219436
Hideki Hamagaki,University of Tokyo (JP),JP,2014,219436
Hiranmaya Mishra,Physical Research Laboratory,,2014,219436
Hiroshi Masui,University of Tsukuba (JP),JP,2014,219436
Hiroshi Nakagomi,Tsukuba University,,2014,219436
Hiroshi Ohno,University of Tsukuba,,2014,219436
Hirotsugu Fujii,University of Tokyo,,2014,219436
Hiroyuki Sako,Japan Atomic Energy Agency,,2014,219436
Hongsheng Zhu,Central China Normal University CCNU (CN),CN,2014,219436
Hongxi Xing,LANL,,2014,219436
Hongyan Yang,University of Utrecht (NL),NL,2014,219436
Horst Stoecker,GSI,,2014,219436
Huan Zhong Huang,UCLA,,2014,219436
Hugo Marrochio,USP,,2014,219436
Hui Wang,Brookhaven National Lab,,2014,219436
Hui Zhang,University of Science and Technology of China,,2014,219436
Hyunchul Kim,Korea University (KR),KR,2014,219436
Ian Gardner Bearden,University of Copenhagen (DK),DK,2014,219436
Igor Altsybeev,St. Petersburg State University (RU),RU,2014,219436
Igor Kozlov,McGill University,,2014,219436
Igor Lakomov,Universite Paris-Sud 11 (FR),FR,2014,219436
Ilya Selyuzhenkov,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2014,219436
In-Kwon Yoo,Pusan National University (KR),KR,2014,219436
Ioannis Bouras,University of Frankfurt a.M.,,2014,219436
Ionut Cristian Arsene,University of Oslo (NO),NO,2014,219436
Iouri Vassiliev,GSI,,2014,219436
Irem Erdemir,Johann-Wolfgang-Goethe Univ. (DE),DE,2014,219436
Ismail Zahed,Stony Brook University,,2014,219436
Itzhak Tserruya,Weizmann Institute of Science (IL),IL,2014,219436
Iurii Karpenko,Frankfurt Institute for Advanced Studies / Bogolyubov Institute for Theoretical Physics,,2014,219436
Ivan Melo,University of Žilina (SK),SK,2014,219436
Ivan Vitev,LANL,,2014,219436
Iwona Grabowska-Bold,AGH University of Science and Technology (PL),PL,2014,219436
J. Matthew Durham,Los Alamos National Laboratory,,2014,219436
Jacek Otwinowski,"The Henryk Niewodniczanski Institute of Nuclear Physics, Polish Academy of Sciences",,2014,219436
Jacobus Onderwaater,GSI,,2014,219436
Jacopo Ghiglieri,McGill University,,2014,219436
Jacqueline Bonnet,"institute for theoretical Physics, JLU Giessen",,2014,219436
Jacquelyn Noronha-Hostler,University of Sao Paulo,,2014,219436
Jai Salzwedel,The Ohio State University,,2014,219436
Jakub Jankowski,Jagiellonian University,,2014,219436
Jamal Jalilian-Marian,Baruch College,,2014,219436
James Dunlop,Brookhaven National Laboratory,,2014,219436
Jamie Nagle,University of Colorado,,2014,219436
Jan Cepila,Czech Technical University (CZ),CZ,2014,219436
Jan Kopfer,University Gießen,,2014,219436
Jan Rak,University of Jyvaskyla (FI),FI,2014,219436
Jan Rusnak,Nuclear Physics Institute Prague,,2014,219436
Jan Steinheimer,Frankfurt Institute for Advanced Studies,,2014,219436
Jan Uphoff,Goethe University Frankfurt,,2014,219436
Jan Wagner,GSI - Helmholtzzentrum für Schwerionenforschung GmbH (DE),DE,2014,219436
Jan Fiete Grosse-Oetringhaus,CERN,,2014,219436
Jan M. Pawlowski,University of Heidelberg,,2014,219436
Jan Marian Pluta,Warsaw University of Technology (PL),PL,2014,219436
Jan Torben Weber,Pfeiffer Vacuum GmbH,,2014,219436
Jana Bielcikova,Acad. of Sciences of the Czech Rep. (CZ),CZ,2014,219436
Janus Weil,Frankfurt Institute for Advanced Studies,,2014,219436
Jason Bryslawskyj,"CUNY Baruch, CUNY Graduate Center",,2014,219436
Jason Adrian Kamin,Johann-Wolfgang-Goethe Univ. (DE),DE,2014,219436
Javier Castillo Castellanos,CEA Saclay - Irfu/SPhN,,2014,219436
Javier Martin Blanco,Laboratoire de Physique Subatomique et des Technologies Associe,,2014,219436
Jay Dunkelberger,UCLA,,2014,219436
Jean Cleymans,University of Cape Town (ZA),ZA,2014,219436
Jean-Francois Paquet,McGill University,,2014,219436
Jean-Paul Blaizot,CNRS,,2014,219436
Jean-Yves Ollitrault,CNRS,,2014,219436
Jeff Klatsky,Florida State University,,2014,219436
Jeffery Mitchell,Brookhaven National Laboratory,,2014,219436
Jens Wiechula,Eberhard-Karls-Universitaet Tuebingen (DE),DE,2014,219436
Jens-Jorgen Gaardhoeje,University of Copenhagen (DK),DK,2014,219436
Jeremy Wilkinson,Ruprecht-Karls-Universitaet Heidelberg (DE),DE,2014,219436
Jiangyong Jia,State University of New York (US),US,2014,219436
Jianhui Zhu,Subatech(FR) and CCNU (CN),CN,2014,219436
Jie Zhao,Central China Normal University,,2014,219436
Jiechen Xu,Columbia University,,2014,219436
Jihye Song,Pusan National University (KR),KR,2014,219436
Jihyun Bhom,University of Tsukuba (JP),JP,2014,219436
Jim Sowinski,D,,2014,219436
Jinfeng Liao,Indiana University & RBRC,,2014,219436
Jiri Dolejsi,Charles University (CZ),CZ,2014,219436
Jiri Kral,University of Jyvaskyla (FI),FI,2014,219436
Jitendra Kumar,IIT- Indian Institute of Technology (IN),IN,2014,219436
Joachim Stroth,Goethe University Frankfurt / GSI,,2014,219436
Joakim Nystrand,University of Bergen (NO),NO,2014,219436
Jochen Klein,Ruprecht-Karls-Universitaet Heidelberg (DE),DE,2014,219436
Jochen Thaeder,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2014,219436
Jochen Wambach,TU-Darmstadt and GSI,,2014,219436
Joerg Aichelin,University of Nantes,,2014,219436
Joern Putschke,Wayne State University,,2014,219436
Joey Butterworth,Rice University,,2014,219436
Johann Heuser,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2014,219436
Johann Rafelski,University of Arizona (US),US,2014,219436
Johanna Stachel,Ruprecht-Karls-Universitaet Heidelberg (DE),DE,2014,219436
Johannes Stiller,Ruprecht-Karls-Universitaet Heidelberg (DE),DE,2014,219436
Johannes Peter Wessels,Westfaelische Wilhelms-Universitaet Muenster (DE),DE,2014,219436
John Campbell,The Ohio State University,,2014,219436
John Hill,Iowa State University,,2014,219436
John William Harris,Yale University (US),US,2014,219436
Jonah Bernhard,Duke University,,2014,219436
Jordan Bendarouach,Justus Liebig University Giessen,,2014,219436
Jorge Noronha,Universidade de Sao Paulo (USP),USP,2014,219436
Joseph Kapusta,University of Minnesota (US),US,2014,219436
Jovan Milosevic,University of Belgrade (RS),RS,2014,219436
Ju Hwan Kang,Yonsei University (KR),KR,2014,219436
Juan Torres-Rincon,SUBATECH,,2014,219436
Juergen Eschke,Facility for Antiproton and Ion Research in Europe GmbH,,2014,219436
Juergen Schaffner-Bielich,Frankfurt University,,2014,219436
Julian Book,Johann-Wolfgang-Goethe Univ. (DE),DE,2014,219436
Julien Faivre,Centre National de la Recherche Scientifique (FR),FR,2014,219436
Jurgen Schukraft,CERN,,2014,219436
Jussi Auvinen,Frankfurt Institute for Advanced Studies,,2014,219436
Jussi Viinikainen,University of Jyväskylä (FI),FI,2014,219436
Justin Frantz,Ohio University,,2014,219436
Jürgen Berges,Institute for Theoretical Physics,,2014,219436
Kai Schweda,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2014,219436
Kai Schwenzer,Washington University,,2014,219436
Kai Xiao,Central China Normal University,,2014,219436
Kalyan Dey,"Gauhati University, Guwahati",,2014,219436
