name,affiliation,country,year,indico_id
Niklas Mueller,Brookhaven National Laboratory,,2019,792436
Nikolay Geraksiev,"Plovdiv University Paisii Hilendarski, Joint Institute for Nuclear Research",,2019,792436
Nikolay Karpushkin,Russian Academy of Sciences (RU),RU,2019,792436
Nima Zardoshti,CERN,,2019,792436
Nina Kersting,Bielefeld University,,2019,792436
Ning Yu,Xinyang Normal University,,2019,792436
NingBo Chang,Xinyang Normal University,,2019,792436
Niseem Abdelrahman,University of Illinois at Chicago,,2019,792436
Nora Weickgenannt,Goethe University Frankfurt,,2019,792436
Norbert Novitzky,University of Tsukuba (JP),JP,2019,792436
Norbert Willi Herrmann,Ruprecht Karls Universitaet Heidelberg (DE),DE,2019,792436
Nu Xu,Central China Normal University / LBNL,,2019,792436
Olaf Kaczmarek,University of Bielefeld,,2019,792436
Oleg Golosov,MEPhI (RU),RU,2019,792436
Oleksandr Vitiuk,Taras Shevchenko National University of Kyiv and Uniersity of Oslo,,2019,792436
Olga Evdokimov,University of Illinois at Chicago (US),US,2019,792436
Oliver Matonoha,Lund University (SE),SE,2019,792436
Omar Vazquez Rueda,Lund University (SE),SE,2019,792436
Oskari Antti Matti Saarimaki,Helsinki Institute of Physics (FI),FI,2019,792436
Osnan Maragoto Rodriguez,Goethe University Frankfurt am Main,,2019,792436
Panos Christakoglou,Nikhef National institute for subatomic physics (NL),NL,2019,792436
Paolo Parotto,University of Wuppertal,,2019,792436
Pasquale Di Nezza,INFN e Laboratori Nazionali di Frascati (IT),IT,2019,792436
Patrick Huhn,Johann-Wolfgang-Goethe Univ. (DE),DE,2019,792436
Patrick Pfistner,KIT,,2019,792436
Paul Caucal,IPhT,,2019,792436
Paula Hillmann,Frankfurt Institute for Advanced Studies,,2019,792436
Pavel Larionov,INFN e Laboratori Nazionali di Frascati (IT),IT,2019,792436
Peifeng Liu,Stony Brook University,,2019,792436
Peng Liu,"Shanghai Institute of Applied Physics, Chinese Academy of Sciences",,2019,792436
Peng Ru,South China Normal University,,2019,792436
Pengfei Wang,USTC/BNL,,2019,792436
Pengqi Yin,Columbia University (US),US,2019,792436
Pengyao Cui,Central China Normal University CCNU (CN),CN,2019,792436
Pengyu Ren,"Shanghai Institute of Applied Physics, Chinese Academy of Science",,2019,792436
Peter Braun-Munzinger,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2019,792436
Peter Christiansen,Lund University (SE),SE,2019,792436
Peter Senger,CCNU,,2019,792436
Peter Alan Steinberg,Brookhaven National Laboratory (US),US,2019,792436
Peter Martin Jacobs,Lawrence Berkeley National Lab. (US),US,2019,792436
Petja Paakkinen,Universidade de Santiago de Compostela,,2019,792436
Philipp Gubler,JAEA,,2019,792436
Pierre Moreau,Duke University,,2019,792436
Pierre-Alain Loizeau,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2019,792436
Prabhakar Palni,AGH University of Science and Technology (PL),PL,2019,792436
Pragya Singh,University of Bielefeld,,2019,792436
Prakhar Garg,"Stony Brook University, NY, USA",,2019,792436
Prashant Kumar Srivastava,Indian Institute of Technology Ropar,,2019,792436
Prithwish Tribedy,Brookhaven National Lab,,2019,792436
Qian Chen,Shanghai Institute of Applied Physics,,2019,792436
Qian Yang,Shandong University,,2019,792436
Qiang Hu,"Institute of Modern Physics,CAS",,2019,792436
Qiao Xu,Vanderbilt University (US),US,2019,792436
Qing Zhang,CCNU,,2019,792436
Qingfei Han,CCNU,,2019,792436
Qiye Shou,Fudan University,,2019,792436
Qun Wang,University of Science and Technology of China,,2019,792436
Raghav Kunnawalkam Elayavalli,Wayne State University,,2019,792436
Raghunath Sahoo,Indian Institute of Technology Indore (IN),IN,2019,792436
Raimond Snellings,Nikhef National institute for subatomic physics (NL),NL,2019,792436
Rainer Fries,Texas A&M University,,2019,792436
Raju Venugopalan,Brookhaven National Laboratory,,2019,792436
Ralf Averbeck,GSI - Helmholtzzentrum für Schwerionenforschung GmbH (DE),DE,2019,792436
Ralf-Arno Tripolt,Goethe University Frankfurt,,2019,792436
Ran Bi,Massachusetts Inst. of Technology (US),US,2019,792436
Ran Xu,Central China Normal University CCNU (CN),CN,2019,792436
Randhir Singh,University of Jammu (IN),IN,2019,792436
Ranjit Nayak,IIT- Indian Institute of Technology (IN),IN,2019,792436
Rashmi Raniwala,University of Rajasthan (IN),IN,2019,792436
Rasmus Larsen,Brookhaven National Laboratory,,2019,792436
Rene Bellwied,University of Houston (US),US,2019,792436
Renjie Wang,University of Science and Technology of China,,2019,792436
Renu Bala,University of Jammu (IN),IN,2019,792436
Richard Lednicky,"Joint Institute for Nuclear Research, Dubna, Russia",,2019,792436
Rishi Sharma,TIFR,,2019,792436
Rob Pisarski,Brookhaven National Lab.,,2019,792436
Robert Greifenhagen,HZDR,,2019,792436
Roberta Arnaldi,INFN Torino (IT),IT,2019,792436
Roman Zhokhov,IHEP,,2019,792436
Ron Soltz,Lawrence Livermore Nat. Laboratory (US),US,2019,792436
Rongrong Ma,BNL,,2019,792436
Rosi Reed,Lehigh University,,2019,792436
Roy Lacey,Stony Brook University,,2019,792436
Ruben Kara,University of Wuppertal,,2019,792436
Ruiqin Wang,Qufu Normal University,,2019,792436
RURI OTSUKA,Sophia Univ.,,2019,792436
Rutuparna Rath,Indian Institute of Technology Indore (IN),IN,2019,792436
Sa WANG,Central China Normal University,,2019,792436
Saehanseul Oh,Yale University - BNL,,2019,792436
Samuel Belin,"Universita e INFN, Cagliari (IT)",IT,2019,792436
Sandeep Chatterjee,"IISER, Berhampur",,2019,792436
Sandra Padula,UNESP - Universidade Estadual Paulista (BR),BR,2019,792436
Sanghoon Lim,Pusan National University (KR),KR,2019,792436
Sangyong Jeon,McGill University,,2019,792436
Sarah Porteboeuf,Université Clermont Auvergne (FR),FR,2019,792436
Satoshi Yano,Université Paris-Saclay (FR),FR,2019,792436
Sebastian Tapia Araya,Univ. Illinois at Urbana Champaign (US),US,2019,792436
Sergei Voloshin,Wayne State University (US),US,2019,792436
Seyed Farid Taghavi,Technische Universitaet Muenchen (DE),DE,2019,792436
Seyoung Han,Korea University,,2019,792436
Shahin Iqbal,"Institute of Particle Physics, CCNU",,2019,792436
Shaifali Mehta,Physikalisches Institut - Eberhard Karls Universität Tübingen,,2019,792436
Shaista Khan,Aligarh Muslim University (IN),IN,2019,792436
Shan-Liang Zhang,Central China Normal University,,2019,792436
Shangxing Li,CCNU,,2019,792436
shanjin wu,Peking University,,2019,792436
Shanshan Cao,Wayne State University,,2019,792436
Shanzhen Chen,"Universita e INFN, Cagliari (IT)",IT,2019,792436
Shaowei Lan,Central China Normal University,,2019,792436
Sheng-Qin Feng,China Three Gorges University,,2019,792436
Shengli Huang,Stony Brook University,,2019,792436
Shengquan Tuo,Vanderbilt University (US),US,2019,792436
Shengtai Li,Institute of Modern Physics & CCNU,,2019,792436
Shi Pu,University of Science and Technology of China,,2019,792436
Shi Pu,USTC,,2019,792436
Shi-Yong Chen,CCNU,,2019,792436
Shile Chen,"Department of physics, Tsinghua University",,2019,792436
Shingo Sakai,University of Tsukuba (JP),JP,2019,792436
Shinichi Esumi,University of Tsukuba (JP),JP,2019,792436
Shinichi Hayashi,University of Tokyo (JP),JP,2019,792436
Shiori Kajimoto,Osaka University,,2019,792436
Shiyi Zhang,GuiZhou University,,2019,792436
Shiyong Li,University of illinois at chicago,,2019,792436
Shizheng Yang,Shandong University,,2019,792436
Shota Imaki,The University of Tokyo,,2019,792436
Shreyansh Shankar Dave,"The Institute of Mathematical Sciences, Chennai, India",,2019,792436
Shu HE,Central China Normal University,,2019,792436
Shuai Liu,Texas A&M University,,2019,792436
Shuai Wang,FuDan University,,2019,792436
Shuang Li,China Three Gorges University,,2019,792436
Shuqing Li,Jining University,,2019,792436
Shusu Shi,Central China Normal University,,2019,792436
Shuwan Shen,Central China Normal Univercity,,2019,792436
shuxiang ma,shandong University,,2019,792436
Shuzhe SHI,McGill University,,2019,792436
Shyam Kumar,"Institute of Modern Physics, Chinese Academy of Sciences",,2019,792436
Sigtryggur Hauksson,McGill University,,2019,792436
Silvia Masciocchi,GSI - Helmholtzzentrum fur Schwerionenforschung GmbH (DE),DE,2019,792436
Silvia Pisano,Centro Fermi & Laboratori Nazionali di Frascati - INFN (IT),IT,2019,792436
Sitian Qian,Peking University,,2019,792436
Siyu Tang,Central China Normal University CCNU (CN) and LPC Clermont-Ferrand,,2019,792436
Sizar Aziz,Centre National de la Recherche Scientifique (FR),FR,2019,792436
Soeren Schlichting,Universität Bielefeld,,2019,792436
Somadutta Bhatta,Stony brook Universty (US),US,2019,792436
Somnath Kar,Central China Normal University CCNU (CN),CN,2019,792436
Song Shi,National University of Defense Technology,,2019,792436
Song Zhang,Fudan University (CN),CN,2019,792436
Songkyo Lee,Iowa State University (US),US,2019,792436
Sonja Kabana,Centre National de la Recherche Scientifique (FR),FR,2019,792436
Sooraj Krishnan Radhakrishnan,Lawrence Berkeley National Laboratory,,2019,792436
sora oh,chonbuk national university,,2019,792436
Soumya Mohapatra,Columbia University (US),US,2019,792436
Sourav Kundu,National Institute of Science Education and Research (IN),IN,2019,792436
Sourendu Gupta,TIFR,,2019,792436
Souvik Priyam Adhya,Charles University,,2019,792436
Stefan Floerchinger,Heidelberg University,,2019,792436
Stefano Trogolo,"Universita e INFN, Padova (IT)",IT,2019,792436
Steffen A. Bass,Duke University,,2019,792436
Subhash Singha,Institute of Modern Physics CAS,,2019,792436
SUBHASIS SAMANTA,National Institute of Science Education and Research,,2019,792436
Subikash Choudhury,"Fudan University, UCLA",,2019,792436
Subrata Pal,"Tata Institute, Mumbai",,2019,792436
Sudhir Raniwala,University of Rajasthan (IN),IN,2019,792436
Sudhir Pandurang Rode,Indian Institute of Technology Indore (IN),IN,2019,792436
Sumit Kumar Saha,VECC,,2019,792436
Sunil Jaiswal,Tata Institute of Fundamental Research,,2019,792436
Sushant Kumar Singh,"Variable Energy Cyclotron Centre, Kolkata",,2019,792436
Sushanta Tripathy,Indian Institute of Technology Indore (IN),IN,2019,792436
Swagato Mukherjee,Brookhaven National Laboratory,,2019,792436
Szymon Harabasz,Technische Universität Darmstadt,,2019,792436
Taesoo Song,GSI,,2019,792436
Takahiro Miura,Osaka University,,2019,792436
Takahito Todoroki,RIKEN BNL Research Center,,2019,792436
Takashi Hachiya,Nara Women's University and RIKEN,,2019,792436
Taku Gunji,University of Tokyo (JP),JP,2019,792436
Takumi Osako,Hiroshima University (JP),JP,2019,792436
Tamas Biro,Wigner RCP,,2019,792436
Tan Luo,IGFAE,,2019,792436
Tang Shi'an,Peking University,,2019,792436
Tapan K. Nayak,"CERN, Geneva and NISER, Bhubaneswar",,2019,792436
Tatsuya Chujo,University of Tsukuba (JP),JP,2019,792436
Tetsufumi Hirano,Sophia Univ,,2019,792436
Tetyana Galatyuk,TU Darmstadt / GSI,,2019,792436
Thomas Hemmick,Stony Brook University,,2019,792436
Tianhao Shao,Shanghai Institute of Applied Physics,,2019,792436
Tiantian Cheng,Central China Normal University CCNU (CN),CN,2019,792436
Tianyu Dai,Duke University,,2019,792436
Timothy Rinn,University Of Illinois (US),US,2019,792436
Tiziano Virgili,"Università and INFN, Salerno (IT)",IT,2019,792436
Tom Reichert,"Institut für Theoretische Physik, Goethe Universität Frankfurt",,2019,792436
Tomas Herman,Czech Technical University (CZ),CZ,2019,792436
Tomasz Bold,"AGH Univ. of Science and Technology, Krakow",,2019,792436
Tong Liu,Yale University,,2019,792436
Toru Kojo,Central China Normal University,,2019,792436
Toshihiro Nonaka,Central China Normal University,,2019,792436
Travis Dore,University of Illinois at Urbana-Champaign,,2019,792436
Tribhuban Parida,"Indian Institute of Science Education and research,Berhampur",,2019,792436
UKACHUKWU UGOCHUKWU,CHARTJOSSY INVESTMENT LIMITED,,2019,792436
Umut Gursoy,Utrecht University,,2019,792436
Urs Wiedemann,CERN,,2019,792436
Vadim Babkin,Joint Institute for Nuclear Research (RU),RU,2019,792436
Valerii Kondratev,St Petersburg State University (RU),RU,2019,792436
Veronica Canoa Roman,Stony Brook university,,2019,792436
Verônica Dexheimer,Kent State University,,2019,792436
Victor Roy,National Institute of Science Education and Research,,2019,792436
Victoria Greene,Vanderbilt University (US),US,2019,792436
Viktor Klochkov,GSI / Frankfurt Uni,,2019,792436
Vincent Gaebel,Frankfurt Institute for Advanced Studies,,2019,792436
Vit Kucera,Inha University (KR),KR,2019,792436
Vito Manzari,INFN - Bari,,2019,792436
Vladimir Skokov,North Carolina State University,,2019,792436
Volker Koch,LBNL,,2019,792436
Vytautas Vislavicius,University of Copenhagen (DK),DK,2019,792436
Wanbing He,Fudan University,,2019,792436
wang fen,qwe,,2019,792436
Wei Chen,UCAS,,2019,792436
Wei Dai,China University of Geosciences,,2019,792436
Wei Li,Rice University (US),US,2019,792436
Wei-jie Fu,Dalian University of Technology,,2019,792436
Wei-Liang Qian,University of Sao Paulo,,2019,792436
Weihu Ma,Fudan University,,2019,792436
Weixi Kong,CCNU,,2019,792436
Weiyao Ke,"University of California, Berkeley",,2019,792436
Wen-Jing Xing,Central China Normal University,,2019,792436
Wenbin Zhao,Peking University,,2019,792436
Wenchang Xiang,Guizhou University of Finance and Economics,,2019,792436
Wenchao Zhang,Shaanxi Normal University,,2019,792436
Wenda Guo,Central China Normal University CCNU (CN),CN,2019,792436
WenHao Zhou,"Shanghai Institute of Applied Physics, CAS",,2019,792436
Wenjing Zhang,Central China Normal University CCNU (CN),CN,2019,792436
Wenkai Fan,Duke University,,2019,792436
Wenkai Zou,Columbia University (US),US,2019,792436
Wenqing Fan,Stony Brook University,,2019,792436
Wilke Van Der Schee,CERN,,2019,792436
William Zajc,Columbia University,,2019,792436
William Alexander Horowitz,University of Cape Town (ZA),ZA,2019,792436
Wojciech Broniowski,UJK & IFJ PAN,,2019,792436
Wojciech Florkowski,"Institute of Physics, Jagiellonian University",,2019,792436
Wu Kejun,China Three Gorge University,,2019,792436
Xiang Li,Peking University,,2019,792436
Xiang-Yu Wu,Central China Normal University.,,2019,792436
Xianglei Zhu,Tsinghua University (CN),CN,2019,792436
Xiangrong Zhu,Huzhou Universtiy,,2019,792436
Xiao-Dan Wang,CCNU,,2019,792436
Xiao-Liang Xia,Fudan University,,2019,792436
Xiaofeng Luo,Central China Normal University,,2019,792436
Xiaojun Yao,Massachusetts Institute of Technology,,2019,792436
Xiaoli Luo,Shandong University,,2019,792436
Xiaolong Chen,USTC,,2019,792436
Xiaoming Zhang,Central China Normal University CCNU (CN),CN,2019,792436
Xiaozhi Bai,GSI-Helmholtzzentrum für Schwerionenforschung,,2019,792436
Xiaozhou Yu,Fudan University,,2019,792436
Xin An,UIC,,2019,792436
Xin Dong,Lawrence Berkeley National Laboratory,,2019,792436
Xin-li Sheng,"Institute for theoretical physics, Goethe Uni.",,2019,792436
Xin-Nian Wang,Central China Normal University (China)) / Lawrence Berkeley Na,,2019,792436
Xing Long Li,Central China Normal University CCNU (CN),CN,2019,792436
Xingrui Gou,Shandong University,,2019,792436
Xingyu Guo,South China Normal Univeristy,,2019,792436
Xinye Peng,Central China Normal University,,2019,792436
Xinyue Ju,University of Science and Technology of China,,2019,792436
Xionghong He,"Institute of Modern Physics, CAS",,2019,792436
Xiujun Li,University of Science and Technology of China,,2019,792436
Xiuxiu Jiang,Central China Normal University CCNU (CN),CN,2019,792436
Xu-Guang Huang,Fudan University,,2019,792436
Ya Zhu,Central China Normal University CCNU (CN),CN,2019,792436
Yacine Mehtar-Tani,Brookhaven National Laboratory,,2019,792436
Yafei Wang,CCNU,,2019,792436
Yalei Tan,Central China Normal University CCNU (CN),CN,2019,792436
Yan Huang,Tsinghua University,,2019,792436
Yan Lu,Wuhan University of Science and Technology,,2019,792436
Yanbing Cai,GuiZhou University of Finance and Economics,,2019,792436
Yanchun Ding,Central China Normal University CCNU (CN),CN,2019,792436
Yanfang Liu,TAMU,,2019,792436
Yang He,ShanDongUniversity,,2019,792436
Yangguang Yang,University of Science and Technology of China,,2019,792436
Yao Li,CCNU,,2019,792436
Yapeng Zhang,"Institute of Modern Physics, CAS",,2019,792436
Yaping Wang,Central China Normal University CCNU (CN),CN,2019,792436
Yasuki Tachibana,Wayne State University,,2019,792436
Yasuyuki Akiba,RIKEN,,2019,792436
Yaxian Mao,Central China Normal University CCNU (CN),CN,2019,792436
Yayun He,Central China Normal University,,2019,792436
Ye Lu,Central China Normal University,,2019,792436
Yen-Jie Lee,Massachusetts Inst. of Technology (US),US,2019,792436
Yeonju Go,Korea University (KR),KR,2019,792436
Yi Chen,Massachusetts Inst. of Technology (US),US,2019,792436
Yi Chen,"University of Chinese Academy of Sciences; Shanghai Institute of Applied Physics, Chinese Academy of Sciences",,2019,792436
Yi Yang,National Cheng Kung University (TW),TW,2019,792436
Yi Yin,"Institute of Modern physics, Lanzhou",,2019,792436
yian li,Shanghai Inst. of Applied Physics Chinese Academy of Science,,2019,792436
Yifei Zhang,University of Science and Technology of China (CN),CN,2019,792436
Yifeng Sun,INFN-LNS,,2019,792436
Yiheng Luo,Tsinghua University (CN),CN,2019,792436
yilin cheng,Shanghai Institude of Applied Physics,,2019,792436
Yilong Xie,China University of Geosciences(Wuhan),,2019,792436
Yilun Du,"Department of Physics and Technology, University of Bergen",,2019,792436
Yin Jiang,Beihang University,,2019,792436
Yingjie Zhou,Central China Normal University CCNU (CN),CN,2019,792436
Yingying SHI,Shandong University,,2019,792436
Yitao Wu,University of Science and Technology of China (CN),CN,2019,792436
Yogesh Kumar,University of Delhi,,2019,792436
Yoko Minato,Nara Women's University (JP),JP,2019,792436
Yongzhen Hou,Central China Normal University CCNU (CN),CN,2019,792436
Yorito Yamaguchi,Hiroshima University (JP),JP,2019,792436
Yoshitaka Hatta,BNL,,2019,792436
You Zhou,Niels Bohr Institute,,2019,792436
Youngil Kwon,Yonsei University (KR),KR,2019,792436
Yu Fu,Central China Normal University,,2019,792436
Yu Shi,ccnu,,2019,792436
Yu Zhang,CCNU,,2019,792436
Yu Zhang,Central China Normal University,,2019,792436
Yu-Chen Liu,Fudan University,,2019,792436
Yuangfang Wu,Central China Normal University,,2019,792436
Yuanjing Ji,University of Science and Technology of China,,2019,792436
Yuansheng Zhao,Fudan University,,2019,792436
Yuanyuan Zhang,"CCNU, LBL",,2019,792436
Yue Liang,Kent State Univesrsity & Lawrence Berkeley National Laboratory,,2019,792436
Yue Hang Leung,Lawrence Berkeley National Laboratory,,2019,792436
Yufei Liu,Central China Normal University,,2019,792436
Yufu Lin,CCNU && BNL,,2019,792436
Yuji Hirono,Asia Pacific Center for Theoretical Physics,,2019,792436
Yuki Fujimoto,The University of Tokyo,,2019,792436
Yuki Gogun,Sophia University,,2019,792436
Yukinao Akamatsu,Osaka University,,2019,792436
Yuko Sekiguchi,University of Tokyo (JP),JP,2019,792436
Yukun Song,University of Jinan,,2019,792436
Yun Guo,Guangxi Normal University,,2019,792436
Yuri Murin,Joint Institute for Nuclear Research (RU),RU,2019,792436
Yuri Sato,University of Tsukuba,,2019,792436
Yuto Yoshida,Sophia University,,2019,792436
Yuuka Kanakubo,Sophia Univ.,,2019,792436
Yuxin Liu,Peking University,,2019,792436
yuxin xiao,CCNU,,2019,792436
Yuxing Dang,Central China Normal University CCNU (CN),CN,2019,792436
Yves Schutz,"IPHC, Strasbourg",,2019,792436
Zaochen Ye,Rice University,,2019,792436
Ze Fang Jiang,Central China Normal University,,2019,792436
Zebo Tang,University of Science and Technology of China (CN),CN,2019,792436
Zehao Sun,Shandong University,,2019,792436
Zeyan Wang,Tsinghua University,,2019,792436
Zeyu Zhai,University of Science and Technology of China,,2019,792436
Zhan Bai,Peking University,,2019,792436
Zhan Gao,CCNU,,2019,792436
Zhandong Sun,University of Debrecen,,2019,792436
Zhangbu Xu,Brookhaven National Laboratory,,2019,792436
Zhanna Khabanova,Nikhef National institute for subatomic physics (NL),NL,2019,792436
zhao zhang,"North China Electric Power University, Beijing, China",,2019,792436
Zhaozhong Shi,Massachusetts Inst. of Technology (US),US,2019,792436
Zhe Xu,Tsinghua University,,2019,792436
Zhen Liu,University of Science and Technology of China and Brookhaven National Laboratory,,2019,792436
zhen wang,Shandong University,,2019,792436
Zhengyu Chen,Tsinghua University,,2019,792436
Zhenyu Chen,Shandong University,,2019,792436
Zhenyu Ye,University of Illinois at Chicago (US),US,2019,792436
Zhenyu Zhu,Goethe University Frankfurt am Main,,2019,792436
Zhenzhen YANG,CCNU/LBNL,,2019,792436
Zhiwei Du,Fudan University,,2019,792436
Zhong Yang,CCNU,,2019,792436
Zhong-Bao Yin,Central China Normal University CCNU (CN),CN,2019,792436
Zhoudunming Tu,BNL,,2019,792436
Zi-Wei Lin,"East Carolina University, Central China Normal University",,2019,792436
Ziming Liu,Peking University,,2019,792436
Ziyang Li,University of Science and Technology of China,,2019,792436
Ziyue Wang,Tsinghua University,,2019,792436
Zoltan Varga,Hungarian Academy of Sciences (HU),HU,2019,792436
Zubayer Ahammed,Department of Atomic Energy (IN),IN,2019,792436
Zuo-Yun Wang,CCNU,,2019,792436
Zuzana Moravcova,University of Copenhagen (DK),DK,2019,792436
Émilien Chapon,CERN,,2019,792436
